key	de_one	de_other	en_one	en_other	fr_one	fr_other	it_one	it_many
article.search.matchCount	%lld Treffer	%lld Treffer	%lld match	%lld matches	%lld résultat	%lld résultats	%lld risultato	%lld risultati
